Country Name,Country Code,Year,women_parliament,arms_imports,tax_gdp,military_population,mil_spending,Region,IncomeGroup
West Bank and Gaza,PSE,2001,NA,NA,NA,NA,NA,Middle East & North Africa,Lower middle income
French Polynesia,PYF,2001,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Qatar,QAT,2001,NA,11000000,NA,3.43633011119182,NA,Middle East & North Africa,High income
Romania,ROU,2001,10.7,19000000,16.6334160764758,1.57165710992551,7.3574437480735595,Europe & Central Asia,Upper middle income
Russian Federation,RUS,2001,7.6,NA,15.778699595813,1.92144681313381,11.302519336137,Europe & Central Asia,Upper middle income
Rwanda,RWA,2001,25.7,NA,NA,2.01063959208958,15.175237865831601,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,2001,NA,61000000,NA,3.30194509193682,30.912961489154,Middle East & North Africa,High income
Sudan,SDN,2001,9.7,106000000,NA,1.57025769828334,25.03116429818,Sub-Saharan Africa,Lower middle income
Senegal,SEN,2001,16.7,NA,NA,0.548609626270242,30.410694929543503,Sub-Saharan Africa,Lower middle income
Singapore,SGP,2001,11.8,255000000,14.5855191514965,7.08360766074975,22.4976688618218,East Asia & Pacific,High income
Solomon Islands,SLB,2001,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,2001,8.8,NA,NA,0.350594462126741,14.3598172633004,Sub-Saharan Africa,Low income
El Salvador,SLV,2001,9.5,NA,13.3067008259599,1.25272129778447,5.94989964750131,Latin America & Caribbean,Lower middle income
San Marino,SMR,2001,16.7,NA,NA,NA,NA,Europe & Central Asia,High income
Somalia,SOM,2001,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income
Serbia,SRB,2001,NA,27000000,NA,5.93079051312542,11.9123544736188,Europe & Central Asia,Upper middle income
South Sudan,SSD,2001,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,2001,9.1,NA,NA,NA,NA,Sub-Saharan Africa,Lower middle income
Suriname,SUR,2001,17.6,NA,NA,1.22927896642225,NA,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,2001,14,NA,17.2070075571078,1.4318866340789,4.1509681654086,Europe & Central Asia,High income
Slovenia,SVN,2001,12.2,41000000,19.9493972432446,1.24769151291361,3.12121212121212,Europe & Central Asia,High income
Sweden,SWE,2001,42.7,165000000,27.8503110452704,1.52381503648057,3.31410938993774,Europe & Central Asia,High income
Eswatini,SWZ,2001,3.1,1000000,NA,NA,4.964809384164219,Sub-Saharan Africa,Lower middle income
Sint Maarten (Dutch part),SXM,2001,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Seychelles,SYC,2001,23.5,NA,NA,NA,3.79707088459285,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,2001,10.4,28000000,NA,8.64036330612928,18.8801567540037,Middle East & North Africa,Low income
Turks and Caicos Islands,TCA,2001,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Chad,TCD,2001,2.4,16000000,NA,1.09444289563875,8.70748299319728,Sub-Saharan Africa,Low income
Togo,TGO,2001,4.9,NA,NA,0.444878476908863,NA,Sub-Saharan Africa,Low income
Thailand,THA,2001,9.2,117000000,13.0701889780249,1.1432184158099,7.21416972606608,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2001,12.7,NA,8.20192682736563,0.462573321083706,6.40194805194805,Europe & Central Asia,Low income
Turkmenistan,TKM,2001,26,NA,NA,0.939135941269121,NA,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,2001,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Tonga,TON,2001,0,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,2001,11.1,0,22.1212859407496,0.460318813400392,0.725148367952522,Latin America & Caribbean,High income
Tunisia,TUN,2001,11.5,NA,19.5974359378199,1.44194823773984,6.045317976965451,Middle East & North Africa,Lower middle income
Turkey,TUR,2001,4.2,510000000,NA,3.05536901976173,8.12188447056663,Europe & Central Asia,Upper middle income
Tuvalu,TUV,2001,0,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Tanzania,TZA,2001,22.3,NA,NA,0.171809528810552,9.65784471413949,Sub-Saharan Africa,Low income
Uganda,UGA,2001,24.7,NA,NA,0.661143788065237,10.7232061150886,Sub-Saharan Africa,Low income
Ukraine,UKR,2001,7.8,NA,12.0731306773338,1.84599356734123,7.8390370102277505,Europe & Central Asia,Lower middle income
Uruguay,URY,2001,12.1,NA,15.3059815839749,1.55157678991275,8.21995397958582,Latin America & Caribbean,High income
United States,USA,2001,14,493000000,11.8578253467648,0.961630652672539,9.14718003164659,North America,High income
Uzbekistan,UZB,2001,7.2,8000000,NA,0.719402536193691,2.1749984130007003,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,2001,NA,NA,20.8051615610322,NA,NA,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,2001,9.7,103000000,NA,0.996582658439607,NA,Latin America & Caribbean,Upper middle income
British Virgin Islands,VGB,2001,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,2001,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Vietnam,VNM,2001,26,99000000,NA,1.2220681343565,NA,East Asia & Pacific,Lower middle income
Vanuatu,VUT,2001,0,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Samoa,WSM,2001,6.1,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Kosovo,XKX,2001,NA,NA,NA,NA,NA,Europe & Central Asia,Upper middle income
"Yemen, Rep.",YEM,2001,0.7,85000000,NA,2.96761044656315,17.976916139955502,Middle East & North Africa,Low income
South Africa,ZAF,2001,29.8,18000000,24.1855805701701,0.3921545674301,5.88311126951748,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,2001,10.1,NA,16.5407044588153,0.50665848376501,NA,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,2001,10,10000000,NA,1.0944929005574,NA,Sub-Saharan Africa,Lower middle income
Aruba,ABW,2002,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Afghanistan,AFG,2002,NA,34000000,NA,1.62616653734126,NA,South Asia,Low income
Angola,AGO,2002,15.5,148000000,15.5328118307446,1.52643091450003,9.19173249002421,Sub-Saharan Africa,Lower middle income
Albania,ALB,2002,5.7,NA,16.4842349789786,2.01942386585042,NA,Europe & Central Asia,Upper middle income
Andorra,AND,2002,14.3,NA,NA,NA,NA,Europe & Central Asia,High income
United Arab Emirates,ARE,2002,0,222000000,NA,2.02679174495048,22.8546521764398,Middle East & North Africa,High income
Argentina,ARG,2002,30.7,15000000,9.81895834666325,0.605773579451968,4.46897382514305,Latin America & Caribbean,Upper middle income
Armenia,ARM,2002,3.1,NA,NA,3.52396761659232,NA,Europe & Central Asia,Upper middle income
American Samoa,ASM,2002,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Antigua and Barbuda,ATG,2002,5.3,NA,NA,NA,NA,Latin America & Caribbean,High income
Australia,AUS,2002,25.3,663000000,23.6166114022748,0.511827128326022,5.354593312295449,East Asia & Pacific,High income
Austria,AUT,2002,NA,69000000,26.9755003214763,0.870895088856469,1.68193442016185,Europe & Central Asia,High income
Azerbaijan,AZE,2002,10.5,89000000,NA,2.39436480333221,9.69351389878831,Europe & Central Asia,Upper middle income
Burundi,BDI,2002,18.4,3000000,NA,1.7997677240949,22.6086486194121,Sub-Saharan Africa,Low income
Belgium,BEL,2002,23.3,48000000,25.712345094836,0.90106408312592,2.4556636680741697,Europe & Central Asia,High income
Benin,BEN,2002,6,7000000,NA,0.246178426656339,4.07497852552427,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2002,11.7,NA,10.8661580190309,0.288189455748209,6.05109083177967,Sub-Saharan Africa,Low income
Bangladesh,BGD,2002,2,44000000,6.69138419067813,0.412973822224754,10.123572344162,South Asia,Lower middle income
Bulgaria,BGR,2002,26.2,NA,15.414080849075,2.99454869314561,7.92534940162357,Europe & Central Asia,Upper middle income
Bahrain,BHR,2002,NA,54000000,3.57899289191497,5.97492817221515,14.5217391304348,Middle East & North Africa,High income
"Bahamas, The",BHS,2002,NA,NA,8.99909471285283,0.546040297773976,NA,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,2002,NA,NA,NA,1.33720537583575,7.55265379975875,Europe & Central Asia,Upper middle income
Belarus,BLR,2002,10.3,NA,14.2010383230738,3.89454443679306,30.938292476753997,Europe & Central Asia,Upper middle income
Belize,BLZ,2002,6.9,NA,19.299784778723,1.12470987597517,2.60130813953488,Latin America & Caribbean,Upper middle income
Bermuda,BMU,2002,NA,NA,NA,NA,NA,North America,High income
Bolivia,BOL,2002,18.5,NA,13.184104859735,1.75500804080215,6.09580838323353,Latin America & Caribbean,Lower middle income
Brazil,BRA,2002,6.2,223000000,15.7200793014938,0.810564872690263,4.87160766159725,Latin America & Caribbean,Upper middle income
Barbados,BRB,2002,10.7,NA,NA,0.403958796202787,NA,Latin America & Caribbean,High income
Brunei Darussalam,BRN,2002,NA,1000000,NA,6.4980020162025,8.43222985633979,East Asia & Pacific,High income
Bhutan,BTN,2002,9.3,NA,9.53685374702014,NA,NA,South Asia,Lower middle income
Botswana,BWA,2002,17,1000000,NA,1.63597780056028,9.00429662635264,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,2002,7.3,NA,NA,0.22774308527086,6.53385754905746,Sub-Saharan Africa,Low income
Canada,CAN,2002,20.6,436000000,13.425258017978,0.363584101104711,2.76494828683954,North America,High income
Switzerland,CHE,2002,23,63000000,9.19320406437584,0.67442104252298,2.75554574279529,Europe & Central Asia,High income
Channel Islands,CHI,2002,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Chile,CHL,2002,12.5,74000000,16.2016951438812,1.8291134039395,10.9110941620306,Latin America & Caribbean,High income
China,CHN,2002,21.8,2875000000,NA,0.507064825265461,11.8739566854259,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2002,8.5,31000000,14.633696183801,NA,NA,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2002,8.9,6000000,NA,0.433838248071954,8.50041036463829,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2002,NA,12000000,NA,0.419293237464562,NA,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2002,NA,NA,8.14290465105231,0.916949583819508,6.60758101929446,Sub-Saharan Africa,Lower middle income
Colombia,COL,2002,12,171000000,NA,1.370731438686,12.2490429293667,Latin America & Caribbean,Upper middle income
Comoros,COM,2002,NA,NA,NA,NA,NA,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,2002,11.1,NA,NA,0.778620284855236,1.82692970959509,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,2002,35.1,NA,13.4280657497873,1.4653589705146,0,Latin America & Caribbean,Upper middle income
Cuba,CUB,2002,27.6,NA,NA,1.56871162471571,NA,Latin America & Caribbean,Upper middle income
Curacao,CUW,2002,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Cayman Islands,CYM,2002,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Cyprus,CYP,2002,10.7,1000000,36.6175007190676,2.12433903609694,5.6917885264342,Europe & Central Asia,High income
Czech Republic,CZE,2002,17,48000000,14.6155492675389,1.07132074369138,4.0711729853876095,Europe & Central Asia,High income
Germany,DEU,2002,32.2,71000000,10.8367605044311,0.731646535428723,2.98486879908064,Europe & Central Asia,High income
Djibouti,DJI,2002,0,3000000,NA,4.39766316045392,16.9727432001608,Middle East & North Africa,Lower middle income
Dominica,DMA,2002,18.8,NA,NA,NA,NA,Latin America & Caribbean,Upper middle income
Denmark,DNK,2002,38,45000000,30.1171896655578,0.785316314686972,2.83410574229878,Europe & Central Asia,High income
Dominican Republic,DOM,2002,17.3,0,13.2167276126136,1.21108322042665,6.683058375634519,Latin America & Caribbean,Upper middle income
Algeria,DZA,2002,6.2,249000000,NA,3.40923337076448,10.7941830845129,Middle East & North Africa,Upper middle income
Ecuador,ECU,2002,NA,1000000,NA,1.03763347384765,8.196721311475411,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2002,2.4,719000000,13.4077593032462,3.72760801033546,10.6017808297011,Middle East & North Africa,Lower middle income
Eritrea,ERI,2002,22,18000000,NA,15.2264200493577,33.0464824120603,Sub-Saharan Africa,Low income
Spain,ESP,2002,28.3,277000000,14.9984257263005,1.31867884967738,3.77113238190677,Europe & Central Asia,High income
Estonia,EST,2002,17.8,1000000,19.6223804216039,1.23725701646927,4.61702885643035,Europe & Central Asia,High income
Ethiopia,ETH,2002,7.7,20000000,9.70983167885198,0.831329664222821,14.842016907488501,Sub-Saharan Africa,Low income
Finland,FIN,2002,36.5,12000000,22.4668992362916,1.33031541054143,2.43058315825336,Europe & Central Asia,High income
Fiji,FJI,2002,5.7,NA,NA,1.12261884524218,5.65217391304348,East Asia & Pacific,Upper middle income
France,FRA,2002,12.1,43000000,22.669569582115,1.29885991117349,4.6142192532506305,Europe & Central Asia,High income
Faroe Islands,FRO,2002,NA,NA,NA,NA,NA,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2002,0,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Gabon,GAB,2002,9.2,NA,NA,1.8929815589692,6.9323798860148695,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2002,17.9,720000000,24.789665051516,0.711073691871965,6.291443869338729,Europe & Central Asia,High income
Georgia,GEO,2002,7.2,NA,7.61668454935622,1.44154960658531,6.08979591836735,Europe & Central Asia,Upper middle income
Ghana,GHA,2002,9,1000000,17.4931112111661,0.0810470726028939,2.27838258164852,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,2002,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Guinea,GIN,2002,NA,NA,NA,0.647368163305831,16.7451505594678,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2002,5.7,NA,4.86750687105553,0.185344358233576,2.96442687747036,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2002,7.8,NA,NA,2.2667094600016,9.74511096462316,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2002,5,NA,NA,0.989613362361992,NA,Sub-Saharan Africa,Upper middle income
Greece,GRC,2002,8.7,400000000,21.2668771915194,3.71257778831765,6.71960993855196,Europe & Central Asia,High income
Grenada,GRD,2002,26.7,NA,NA,NA,NA,Latin America & Caribbean,Upper middle income
Greenland,GRL,2002,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Guatemala,GTM,2002,8.8,NA,11.8805491886458,1.1634773382778,5.49531963976753,Latin America & Caribbean,Upper middle income
Guam,GUM,2002,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Guyana,GUY,2002,20,2000000,NA,1.15806461253399,4.63287223486838,Latin America & Caribbean,Upper middle income
"Hong Kong SAR, China",HKG,2002,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Honduras,HND,2002,5.5,NA,NA,0.550546523298705,3.01836663971353,Latin America & Caribbean,Lower middle income
Croatia,HRV,2002,20.5,2000000,22.1177225510256,3.2572924637466,5.71105067985167,Europe & Central Asia,High income
Haiti,HTI,2002,3.6,NA,NA,0.156768509998134,0,Latin America & Caribbean,Low income
Hungary,HUN,2002,9.1,NA,20.7783543505772,1.14211858660656,3.1373724984442797,Europe & Central Asia,High income
Indonesia,IDN,2002,8,68000000,11.8269595891699,0.498013971903449,3.80243337252826,East Asia & Pacific,Lower middle income
Isle of Man,IMN,2002,5.08583055863855,NA,NA,NA,NA,Europe & Central Asia,High income
India,IND,2002,8.8,2031000000,8.67627393097179,0.571594085054301,9.87955181493868,South Asia,Lower middle income
Ireland,IRL,2002,13.3,22000000,23.523175099481,0.538165409495186,1.9099953468790902,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2002,4.1,435000000,4.99437771167461,2.66025936863779,10.8626002454027,Middle East & North Africa,Upper middle income
Iraq,IRQ,2002,7.6,NA,NA,7.12907050122646,NA,Middle East & North Africa,Upper middle income
Iceland,ISL,2002,34.9,NA,22.6504249119903,0.0584217936659091,0,Europe & Central Asia,High income
Israel,ISR,2002,14.2,349000000,25.7134715497328,5.92456404645977,16.1917805651463,Middle East & North Africa,High income
Italy,ITA,2002,9.8,239000000,21.6083004526021,1.98682227788267,3.6467570027110296,Europe & Central Asia,High income
Jamaica,JAM,2002,NA,NA,21.8590101924323,0.245972810165564,1.83768053100297,Latin America & Caribbean,Upper middle income
Jordan,JOR,2002,1.3,132000000,17.2398777227162,8.18271057114132,15.92082616179,Middle East & North Africa,Upper middle income
Japan,JPN,2002,7.3,446000000,9.06159893423506,0.375299582780302,2.62344119355477,East Asia & Pacific,High income
Kazakhstan,KAZ,2002,10.4,20000000,12.1343597833771,1.22504521324278,4.863493226585891,Europe & Central Asia,Upper middle income
Kenya,KEN,2002,3.6,NA,NA,0.230363400615117,6.85557065991583,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2002,10,NA,NA,0.744161491468118,5.5028823462929495,Europe & Central Asia,Lower middle income
Cambodia,KHM,2002,7.4,NA,8.17291127378655,3.02967758549845,9.00255248841142,East Asia & Pacific,Lower middle income
Kiribati,KIR,2002,4.8,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2002,13.3,NA,20.3379876661398,NA,NA,Latin America & Caribbean,High income
"Korea, Rep.",KOR,2002,5.9,528000000,13.6451571116792,2.92107508931277,13.656555642113899,East Asia & Pacific,High income
Kuwait,KWT,2002,0,23000000,1.18205349439172,2.04955851025846,17.6731244847486,Middle East & North Africa,High income
Lao PDR,LAO,2002,22.9,NA,NA,5.11391634884594,3.73036288321369,East Asia & Pacific,Lower middle income
Lebanon,LBN,2002,2.3,NA,14.4305901911887,6.51241659806102,13.0974139309379,Middle East & North Africa,Upper middle income
Liberia,LBR,2002,7.8,NA,NA,1.56851099160219,NA,Sub-Saharan Africa,Low income
Libya,LBY,2002,NA,NA,NA,4.1939961711282,5.2401348765150795,Middle East & North Africa,Upper middle income
St. Lucia,LCA,2002,11.1,NA,18.6294556616646,NA,NA,Latin America & Caribbean,Upper middle income
Liechtenstein,LIE,2002,12,NA,NA,NA,NA,Europe & Central Asia,High income
Sri Lanka,LKA,2002,4.4,45000000,14.0203617835683,3.08677494129806,13.5832091405862,South Asia,Upper middle income
Lesotho,LSO,2002,NA,NA,24.1941630480867,0.223043766763133,6.12340362340362,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,2002,10.6,12000000,19.1768581413426,1.67911446086587,3.8330709712189606,Europe & Central Asia,High income
Luxembourg,LUX,2002,16.7,NA,24.762257672543,0.769530688883873,1.5704788515271202,Europe & Central Asia,High income
Latvia,LVA,2002,18,3000000,20.0194193615491,0.780128425279389,4.50121654501217,Europe & Central Asia,High income
"Macao SAR, China",MAC,2002,NA,NA,17.3502452486996,NA,NA,East Asia & Pacific,High income
St. Martin (French part),MAF,2002,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Morocco,MAR,2002,10.8,156000000,19.0725660331981,2.46078996453285,12.4991348882276,Middle East & North Africa,Lower middle income
Monaco,MCO,2002,22.2,NA,NA,NA,NA,Europe & Central Asia,High income
Moldova,MDA,2002,12.9,NA,12.8813543692286,0.740079272264691,1.3657340640323,Europe & Central Asia,Lower middle income
Madagascar,MDG,2002,NA,NA,NA,0.270915593111369,8.67164471095617,Sub-Saharan Africa,Low income
Maldives,MDV,2002,6,NA,9.50792544852813,NA,NA,South Asia,Upper middle income
Mexico,MEX,2002,16,97000000,NA,0.500723014057713,2.1713251688370403,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,2002,3,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
North Macedonia,MKD,2002,17.5,NA,NA,2.32023971923933,6.9270337592903894,Europe & Central Asia,Upper middle income
Mali,MLI,2002,10.2,1000000,11.1732839031018,0.34953111091335,6.36354723361433,Sub-Saharan Africa,Low income
Malta,MLT,2002,9.2,NA,51.2140071439756,1.30601075904101,1.46228338430173,Middle East & North Africa,High income
Myanmar,MMR,2002,NA,157000000,2.0010471703619,2.35489989858312,8.990853515975889,East Asia & Pacific,Lower middle income
Montenegro,MNE,2002,NA,NA,NA,NA,NA,Europe & Central Asia,Upper middle income
Mongolia,MNG,2002,10.5,NA,13.3692402225643,1.64559032271742,5.09935856096759,East Asia & Pacific,Lower middle income
Northern Mariana Islands,MNP,2002,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Mozambique,MOZ,2002,30,NA,NA,0.12412877118723,4.83016278449163,Sub-Saharan Africa,Low income
Mauritania,MRT,2002,NA,27000000,NA,2.61982868598506,NA,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,2002,5.7,NA,15.0065488041807,0.377710545300714,0.796608746747251,Sub-Saharan Africa,Upper middle income
Malawi,MWI,2002,9.3,NA,NA,0.14009099322042,2.18162528563473,Sub-Saharan Africa,Low income
Malaysia,MYS,2002,10.4,153000000,17.4469550876406,1.19392919313947,7.5063995056933495,East Asia & Pacific,Upper middle income
Namibia,NAM,2002,25,11000000,26.6468982016305,2.41756506070506,8.7023831863389,Sub-Saharan Africa,Upper middle income
New Caledonia,NCL,2002,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Niger,NER,2002,1.2,NA,NA,0.215908240208612,5.1739191359555,Sub-Saharan Africa,Low income
Nigeria,NGA,2002,3.4,6000000,NA,0.402104814519947,4.92407720221644,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2002,20.7,NA,10.3954991061828,0.698993100438818,2.88436955258571,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2002,34,244000000,21.1580865112734,0.626553354867502,3.33389294608131,Europe & Central Asia,High income
Norway,NOR,2002,36.4,90000000,27.188336389015902,1.09102244389027,4.5458301065842495,Europe & Central Asia,High income
Nepal,NPL,2002,5.9,9000000,8.56058314089016,0.725049859129187,9.76813041562638,South Asia,Low income
Nauru,NRU,2002,0,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
New Zealand,NZL,2002,29.2,17000000,28.2080536465923,0.429022853603595,3.8071995118975,East Asia & Pacific,High income
Oman,OMN,2002,NA,40000000,NA,5.56505195658052,23.7260568031704,Middle East & North Africa,High income
Pakistan,PAK,2002,21.1,563000000,NA,2.04132009138646,22.5692981352334,South Asia,Lower middle income
Panama,PAN,2002,9.9,1000000,NA,0.859580277149078,0,Latin America & Caribbean,High income
Peru,PER,2002,17.5,16000000,12.4871426273152,1.42780178995951,7.919371278364901,Latin America & Caribbean,Upper middle income
Philippines,PHL,2002,17.8,5000000,12.0911682834878,0.477819887513553,6.91875585610365,East Asia & Pacific,Lower middle income
Palau,PLW,2002,0,NA,NA,NA,NA,East Asia & Pacific,High income
Papua New Guinea,PNG,2002,NA,NA,21.0132469649522,0.123963752998623,1.86393027832443,East Asia & Pacific,Lower middle income
Poland,POL,2002,20.2,256000000,16.8739367666851,1.06103372073339,4.186282208388921,Europe & Central Asia,High income
Puerto Rico,PRI,2002,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
"Korea, Dem. People’s Rep.",PRK,2002,20.1,9000000,NA,8.90470577619048,NA,East Asia & Pacific,Low income
Portugal,PRT,2002,19.1,NA,20.9529033866914,1.65372595482462,4.38923724105088,Europe & Central Asia,High income
Paraguay,PRY,2002,2.5,NA,NA,1.38455868849958,5.397543378197231,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2002,NA,NA,NA,NA,NA,Middle East & North Africa,Lower middle income
French Polynesia,PYF,2002,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Qatar,QAT,2002,NA,11000000,NA,3.27247583909975,12.4634420697413,Middle East & North Africa,High income
Romania,ROU,2002,10.7,16000000,16.4891000614035,1.74629025450109,7.146278555637441,Europe & Central Asia,Upper middle income
Russian Federation,RUS,2002,7.6,NA,13.6349660680486,1.91163205805867,11.1384954094777,Europe & Central Asia,Upper middle income
Rwanda,RWA,2002,25.7,NA,NA,1.98146390057609,12.706812524838401,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,2002,NA,567000000,NA,3.137005429208,27.208627450980398,Middle East & North Africa,High income
Sudan,SDN,2002,9.7,49000000,NA,1.53701605685968,25.347636074692097,Sub-Saharan Africa,Lower middle income
Senegal,SEN,2002,19.2,NA,NA,0.519897361315669,27.1021146646029,Sub-Saharan Africa,Lower middle income
Singapore,SGP,2002,11.8,236000000,12.6887393397993,7.20676995144623,26.7971048021945,East Asia & Pacific,High income
Solomon Islands,SLB,2002,0,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,2002,NA,NA,NA,0.72860112507223,10.810621000943401,Sub-Saharan Africa,Low income
El Salvador,SLV,2002,9.5,19000000,12.0994707415286,1.2501334777932,6.0972850678733,Latin America & Caribbean,Lower middle income
San Marino,SMR,2002,16.7,NA,16.5085466966967,NA,NA,Europe & Central Asia,High income
Somalia,SOM,2002,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income
Serbia,SRB,2002,NA,NA,NA,3.73074173138779,9.81294873551189,Europe & Central Asia,Upper middle income
South Sudan,SSD,2002,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,2002,NA,NA,NA,NA,NA,Sub-Saharan Africa,Lower middle income
Suriname,SUR,2002,17.6,NA,NA,1.20719002378164,NA,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,2002,17.3,27000000,17.0520124834246,1.17772296982857,3.93451390539577,Europe & Central Asia,High income
Slovenia,SVN,2002,12.2,2000000,20.5032697740814,1.3723180077602,3.36782081578136,Europe & Central Asia,High income
Sweden,SWE,2002,45,75000000,26.7099730299643,1.51797964989929,3.11382830285672,Europe & Central Asia,High income
Eswatini,SWZ,2002,3.1,NA,NA,NA,4.85678391959799,Sub-Saharan Africa,Lower middle income
Sint Maarten (Dutch part),SXM,2002,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Seychelles,SYC,2002,29.4,NA,NA,NA,2.97798420808175,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,2002,10.4,45000000,NA,8.44571708192761,17.3798328354834,Middle East & North Africa,Low income
Turks and Caicos Islands,TCA,2002,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Chad,TCD,2002,NA,NA,NA,1.05581223120654,8.526578665715299,Sub-Saharan Africa,Low income
Togo,TGO,2002,4.9,NA,NA,0.432356375829348,NA,Sub-Saharan Africa,Low income
Thailand,THA,2002,9.2,152000000,13.4703127620992,1.15358681389151,5.6663592911083,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2002,12.7,NA,NA,0.447871212144774,11.01246105919,Europe & Central Asia,Low income
Turkmenistan,TKM,2002,26,NA,NA,0.91922917118621,NA,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,2002,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Tonga,TON,2002,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,2002,19.4,2000000,20.4554983123112,0.452405288115146,0.908968760497145,Latin America & Caribbean,High income
Tunisia,TUN,2002,11.5,83000000,19.5405058751299,1.42634606858054,5.89839058371367,Middle East & North Africa,Lower middle income
Turkey,TUR,2002,NA,905000000,NA,3.01182003451089,9.18505450701285,Europe & Central Asia,Upper middle income
Tuvalu,TUV,2002,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Tanzania,TZA,2002,22.3,NA,NA,0.16655491652813,7.8817020537033295,Sub-Saharan Africa,Low income
Uganda,UGA,2002,24.7,34000000,NA,0.6404552825214,10.0689591327025,Sub-Saharan Africa,Low income
Ukraine,UKR,2002,NA,NA,13.1114759386498,1.83734451449899,7.33440239720014,Europe & Central Asia,Lower middle income
